program_id,program_name,university,region,skill_name,coverage_score
P0007,BSc Information Technology,United States International University Africa,Kenya,Logging Systems,0.54
P0007,BSc Information Technology,United States International University Africa,Kenya,Container Orchestration,0.56
P0007,BSc Information Technology,United States International University Africa,Kenya,DevSecOps,0.65
P0007,BSc Information Technology,United States International University Africa,Kenya,Performance Optimization,0.59
P0007,BSc Information Technology,United States International University Africa,Kenya,Problem Solving,0.72
P0007,BSc Information Technology,United States International University Africa,Kenya,Network Security,0.51
P0007,BSc Information Technology,United States International University Africa,Kenya,Penetration Testing,0.6
P0007,BSc Information Technology,United States International University Africa,Kenya,Cryptography,0.56
P0007,BSc Information Technology,United States International University Africa,Kenya,Ethical Hacking,0.61
P0007,BSc Information Technology,United States International University Africa,Kenya,Firewalls,0.77
P0007,BSc Information Technology,United States International University Africa,Kenya,Intrusion Detection,0.76
P0007,BSc Information Technology,United States International University Africa,Kenya,Risk Assessment,0.77
P0007,BSc Information Technology,United States International University Africa,Kenya,Security Auditing,0.8
P0007,BSc Information Technology,United States International University Africa,Kenya,Incident Response,0.62
P0007,BSc Information Technology,United States International University Africa,Kenya,Operating Systems,0.7
P0007,BSc Information Technology,United States International University Africa,Kenya,Security Policies,0.61
P0007,BSc Information Technology,United States International University Africa,Kenya,Cloud Security,0.78
P0007,BSc Information Technology,United States International University Africa,Kenya,Vulnerability Assessment,0.75
P0007,BSc Information Technology,United States International University Africa,Kenya,Malware Analysis,0.7
P0007,BSc Information Technology,United States International University Africa,Kenya,Compliance Standards,0.47
P0007,BSc Information Technology,United States International University Africa,Kenya,Encryption Techniques,0.71
P0007,BSc Information Technology,United States International University Africa,Kenya,Threat Modeling,0.79
P0007,BSc Information Technology,United States International University Africa,Kenya,SIEM Tools,0.71
P0007,BSc Information Technology,United States International University Africa,Kenya,Python,0.67
P0007,BSc Information Technology,United States International University Africa,Kenya,SQL,0.59
P0007,BSc Information Technology,United States International University Africa,Kenya,Statistics,0.79
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Cleaning,0.66
P0007,BSc Information Technology,United States International University Africa,Kenya,Exploratory Data Analysis,0.78
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Visualization,0.78
P0007,BSc Information Technology,United States International University Africa,Kenya,Excel,0.61
P0007,BSc Information Technology,United States International University Africa,Kenya,Power BI,0.6
P0007,BSc Information Technology,United States International University Africa,Kenya,Tableau,0.73
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Wrangling,0.59
P0007,BSc Information Technology,United States International University Africa,Kenya,Database Design,0.51
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Interpretation,0.62
P0007,BSc Information Technology,United States International University Africa,Kenya,Communication,0.5
P0007,BSc Information Technology,United States International University Africa,Kenya,Reporting,0.53
P0007,BSc Information Technology,United States International University Africa,Kenya,Descriptive Statistics,0.57
P0007,BSc Information Technology,United States International University Africa,Kenya,Business Understanding,0.46
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Ethics,0.68
P0007,BSc Information Technology,United States International University Africa,Kenya,Data Querying,0.54
P0007,BSc Information Technology,United States International University Africa,Kenya,Dashboard Design,0.57
P0008,BSc Information Technology,University of Nairobi,Kenya,CI/CD Pipelines,0.87
P0008,BSc Information Technology,University of Nairobi,Kenya,Docker,0.8
P0008,BSc Information Technology,University of Nairobi,Kenya,Kubernetes,0.81
P0008,BSc Information Technology,University of Nairobi,Kenya,Cloud Computing,0.69
P0008,BSc Information Technology,University of Nairobi,Kenya,AWS,0.82
P0008,BSc Information Technology,University of Nairobi,Kenya,Azure,0.67
P0008,BSc Information Technology,University of Nairobi,Kenya,Infrastructure as Code,0.73
P0008,BSc Information Technology,University of Nairobi,Kenya,Troubleshooting,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Monitoring Tools,0.71
P0008,BSc Information Technology,University of Nairobi,Kenya,Linux Administration,0.68
P0008,BSc Information Technology,University of Nairobi,Kenya,Networking,0.8
P0008,BSc Information Technology,University of Nairobi,Kenya,Scripting,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Version Control,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Automation,0.74
P0008,BSc Information Technology,University of Nairobi,Kenya,Security Practices,0.85
P0008,BSc Information Technology,University of Nairobi,Kenya,Logging Systems,0.8
P0008,BSc Information Technology,University of Nairobi,Kenya,Container Orchestration,0.72
P0008,BSc Information Technology,University of Nairobi,Kenya,DevSecOps,0.67
P0008,BSc Information Technology,University of Nairobi,Kenya,Performance Optimization,0.71
P0008,BSc Information Technology,University of Nairobi,Kenya,Problem Solving,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Network Security,0.73
P0008,BSc Information Technology,University of Nairobi,Kenya,Penetration Testing,0.77
P0008,BSc Information Technology,University of Nairobi,Kenya,Cryptography,0.84
P0008,BSc Information Technology,University of Nairobi,Kenya,Ethical Hacking,0.74
P0008,BSc Information Technology,University of Nairobi,Kenya,Firewalls,0.71
P0008,BSc Information Technology,University of Nairobi,Kenya,Intrusion Detection,0.83
P0008,BSc Information Technology,University of Nairobi,Kenya,Risk Assessment,0.7
P0008,BSc Information Technology,University of Nairobi,Kenya,Security Auditing,0.85
P0008,BSc Information Technology,University of Nairobi,Kenya,Incident Response,0.74
P0008,BSc Information Technology,University of Nairobi,Kenya,Operating Systems,0.85
P0008,BSc Information Technology,University of Nairobi,Kenya,Security Policies,0.8
P0008,BSc Information Technology,University of Nairobi,Kenya,Cloud Security,0.87
P0008,BSc Information Technology,University of Nairobi,Kenya,Vulnerability Assessment,0.73
P0008,BSc Information Technology,University of Nairobi,Kenya,Malware Analysis,0.74
P0008,BSc Information Technology,University of Nairobi,Kenya,Compliance Standards,0.76
P0008,BSc Information Technology,University of Nairobi,Kenya,Encryption Techniques,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Threat Modeling,0.73
P0008,BSc Information Technology,University of Nairobi,Kenya,SIEM Tools,0.85
P0008,BSc Information Technology,University of Nairobi,Kenya,Python,0.75
P0008,BSc Information Technology,University of Nairobi,Kenya,SQL,0.78
P0008,BSc Information Technology,University of Nairobi,Kenya,Statistics,0.71
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Cleaning,0.82
P0008,BSc Information Technology,University of Nairobi,Kenya,Exploratory Data Analysis,0.82
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Visualization,0.84
P0008,BSc Information Technology,University of Nairobi,Kenya,Excel,0.69
P0008,BSc Information Technology,University of Nairobi,Kenya,Power BI,0.66
P0008,BSc Information Technology,University of Nairobi,Kenya,Tableau,0.64
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Wrangling,0.66
P0008,BSc Information Technology,University of Nairobi,Kenya,Database Design,0.73
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Interpretation,0.68
P0008,BSc Information Technology,University of Nairobi,Kenya,Communication,0.7
P0008,BSc Information Technology,University of Nairobi,Kenya,Reporting,0.86
P0008,BSc Information Technology,University of Nairobi,Kenya,Descriptive Statistics,0.76
P0008,BSc Information Technology,University of Nairobi,Kenya,Business Understanding,0.83
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Ethics,0.79
P0008,BSc Information Technology,University of Nairobi,Kenya,Data Querying,0.76
P0008,BSc Information Technology,University of Nairobi,Kenya,Dashboard Design,0.76
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,HTML,0.57
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,CSS,0.5
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,JavaScript,0.57
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,React,0.74
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Node.js,0.65
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Express.js,0.59
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,REST APIs,0.63
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Database Design,0.58
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,SQL,0.54
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Authentication,0.57
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Version Control,0.53
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Git,0.76
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Testing,0.67
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Deployment,0.54
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Cloud Services,0.72
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Security Best Practices,0.78
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,UI Design Principles,0.71
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Debugging,0.59
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Responsive Design,0.68
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Problem Solving,0.74
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,CI/CD Pipelines,0.69
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Docker,0.67
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Kubernetes,0.58
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Cloud Computing,0.5
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,AWS,0.7
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Azure,0.55
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Infrastructure as Code,0.64
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Troubleshooting,0.71
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Monitoring Tools,0.74
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Linux Administration,0.52
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Networking,0.73
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Scripting,0.63
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Automation,0.76
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Security Practices,0.72
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Logging Systems,0.74
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Container Orchestration,0.6
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,DevSecOps,0.58
P0009,BSc Software Engineering,Uganda Martyrs University,Uganda,Performance Optimization,0.67
P0010,BSc Software Engineering,University of Kigali,Rwanda,HTML,0.52
P0010,BSc Software Engineering,University of Kigali,Rwanda,CSS,0.72
P0010,BSc Software Engineering,University of Kigali,Rwanda,JavaScript,0.49
P0010,BSc Software Engineering,University of Kigali,Rwanda,React,0.6
P0010,BSc Software Engineering,University of Kigali,Rwanda,Node.js,0.8
P0010,BSc Software Engineering,University of Kigali,Rwanda,Express.js,0.47
P0010,BSc Software Engineering,University of Kigali,Rwanda,REST APIs,0.65
P0010,BSc Software Engineering,University of Kigali,Rwanda,Database Design,0.51
P0010,BSc Software Engineering,University of Kigali,Rwanda,SQL,0.72
P0010,BSc Software Engineering,University of Kigali,Rwanda,Authentication,0.57
P0010,BSc Software Engineering,University of Kigali,Rwanda,Version Control,0.75
P0010,BSc Software Engineering,University of Kigali,Rwanda,Git,0.62
P0010,BSc Software Engineering,University of Kigali,Rwanda,Testing,0.73
P0010,BSc Software Engineering,University of Kigali,Rwanda,Deployment,0.73
P0010,BSc Software Engineering,University of Kigali,Rwanda,Cloud Services,0.69
P0010,BSc Software Engineering,University of Kigali,Rwanda,Security Best Practices,0.55
P0010,BSc Software Engineering,University of Kigali,Rwanda,UI Design Principles,0.51
P0010,BSc Software Engineering,University of Kigali,Rwanda,Debugging,0.61
P0010,BSc Software Engineering,University of Kigali,Rwanda,Responsive Design,0.81
P0010,BSc Software Engineering,University of Kigali,Rwanda,Problem Solving,0.59
P0010,BSc Software Engineering,University of Kigali,Rwanda,CI/CD Pipelines,0.56
P0010,BSc Software Engineering,University of Kigali,Rwanda,Docker,0.62
P0010,BSc Software Engineering,University of Kigali,Rwanda,Kubernetes,0.57
P0010,BSc Software Engineering,University of Kigali,Rwanda,Cloud Computing,0.6
P0010,BSc Software Engineering,University of Kigali,Rwanda,AWS,0.48
P0010,BSc Software Engineering,University of Kigali,Rwanda,Azure,0.61
P0010,BSc Software Engineering,University of Kigali,Rwanda,Infrastructure as Code,0.55
P0010,BSc Software Engineering,University of Kigali,Rwanda,Troubleshooting,0.76
P0010,BSc Software Engineering,University of Kigali,Rwanda,Monitoring Tools,0.79
P0010,BSc Software Engineering,University of Kigali,Rwanda,Linux Administration,0.5
P0010,BSc Software Engineering,University of Kigali,Rwanda,Networking,0.55
P0010,BSc Software Engineering,University of Kigali,Rwanda,Scripting,0.63
P0010,BSc Software Engineering,University of Kigali,Rwanda,Automation,0.56
P0010,BSc Software Engineering,University of Kigali,Rwanda,Security Practices,0.79
P0010,BSc Software Engineering,University of Kigali,Rwanda,Logging Systems,0.59
P0010,BSc Software Engineering,University of Kigali,Rwanda,Container Orchestration,0.5
P0010,BSc Software Engineering,University of Kigali,Rwanda,DevSecOps,0.5
P0010,BSc Software Engineering,University of Kigali,Rwanda,Performance Optimization,0.61
P0011,BSc Software Engineering,University of Nairobi,Kenya,HTML,0.74
P0011,BSc Software Engineering,University of Nairobi,Kenya,CSS,0.71
P0011,BSc Software Engineering,University of Nairobi,Kenya,JavaScript,0.76
P0011,BSc Software Engineering,University of Nairobi,Kenya,React,0.79
P0011,BSc Software Engineering,University of Nairobi,Kenya,Node.js,0.76
P0011,BSc Software Engineering,University of Nairobi,Kenya,Express.js,0.72
P0011,BSc Software Engineering,University of Nairobi,Kenya,REST APIs,0.88
P0011,BSc Software Engineering,University of Nairobi,Kenya,Database Design,0.84
P0011,BSc Software Engineering,University of Nairobi,Kenya,SQL,0.81
P0011,BSc Software Engineering,University of Nairobi,Kenya,Authentication,0.72
P0011,BSc Software Engineering,University of Nairobi,Kenya,Version Control,0.84
P0011,BSc Software Engineering,University of Nairobi,Kenya,Git,0.86
P0011,BSc Software Engineering,University of Nairobi,Kenya,Testing,0.66
P0011,BSc Software Engineering,University of Nairobi,Kenya,Deployment,0.84
P0011,BSc Software Engineering,University of Nairobi,Kenya,Cloud Services,0.83
P0011,BSc Software Engineering,University of Nairobi,Kenya,Security Best Practices,0.66
P0011,BSc Software Engineering,University of Nairobi,Kenya,UI Design Principles,0.79
P0011,BSc Software Engineering,University of Nairobi,Kenya,Debugging,0.7
P0011,BSc Software Engineering,University of Nairobi,Kenya,Responsive Design,0.84
P0011,BSc Software Engineering,University of Nairobi,Kenya,Problem Solving,0.74
P0011,BSc Software Engineering,University of Nairobi,Kenya,CI/CD Pipelines,0.71
P0011,BSc Software Engineering,University of Nairobi,Kenya,Docker,0.78
P0011,BSc Software Engineering,University of Nairobi,Kenya,Kubernetes,0.83
P0011,BSc Software Engineering,University of Nairobi,Kenya,Cloud Computing,0.76
P0011,BSc Software Engineering,University of Nairobi,Kenya,AWS,0.88
P0011,BSc Software Engineering,University of Nairobi,Kenya,Azure,0.84
P0011,BSc Software Engineering,University of Nairobi,Kenya,Infrastructure as Code,0.88
P0011,BSc Software Engineering,University of Nairobi,Kenya,Troubleshooting,0.86
P0011,BSc Software Engineering,University of Nairobi,Kenya,Monitoring Tools,0.74
P0011,BSc Software Engineering,University of Nairobi,Kenya,Linux Administration,0.68
P0011,BSc Software Engineering,University of Nairobi,Kenya,Networking,0.7
P0011,BSc Software Engineering,University of Nairobi,Kenya,Scripting,0.77
P0011,BSc Software Engineering,University of Nairobi,Kenya,Automation,0.7
P0011,BSc Software Engineering,University of Nairobi,Kenya,Security Practices,0.7
P0011,BSc Software Engineering,University of Nairobi,Kenya,Logging Systems,0.88
P0011,BSc Software Engineering,University of Nairobi,Kenya,Container Orchestration,0.86
P0011,BSc Software Engineering,University of Nairobi,Kenya,DevSecOps,0.81
P0011,BSc Software Engineering,University of Nairobi,Kenya,Performance Optimization,0.66
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Python,0.66
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Statistics,0.5
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Machine Learning,0.55
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Cleaning,0.53
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Visualization,0.52
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,SQL,0.73
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Deep Learning,0.51
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Feature Engineering,0.76
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Model Evaluation,0.78
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Wrangling,0.56
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Probability Theory,0.49
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Big Data Tools,0.78
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Experiment Design,0.72
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Communication,0.72
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Ethics,0.59
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Model Deployment,0.73
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Cloud Computing,0.65
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Linear Algebra,0.75
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Optimization,0.57
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Storytelling,0.65
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Exploratory Data Analysis,0.58
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Excel,0.71
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Power BI,0.5
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Tableau,0.79
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Database Design,0.71
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Interpretation,0.76
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Reporting,0.75
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Descriptive Statistics,0.52
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Business Understanding,0.5
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Querying,0.61
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Problem Solving,0.76
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Dashboard Design,0.57
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Neural Networks,0.62
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Natural Language Processing,0.77
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Computer Vision,0.66
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Cloud ML Services,0.51
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,TensorFlow,0.75
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,PyTorch,0.82
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Data Engineering,0.53
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Optimization Techniques,0.76
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,APIs,0.49
P0012,BSc Data Science,Muhimbili University of Health and Allied Sciences,Tanzania,Research Skills,0.74
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Python,0.51
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Statistics,0.62
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Machine Learning,0.55
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Cleaning,0.63
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Visualization,0.81
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,SQL,0.77
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Deep Learning,0.81
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Feature Engineering,0.68
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Model Evaluation,0.74
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Wrangling,0.64
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Probability Theory,0.78
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Big Data Tools,0.62
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Experiment Design,0.6
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Communication,0.73
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Ethics,0.68
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Model Deployment,0.76
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Cloud Computing,0.63
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Linear Algebra,0.57
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Optimization,0.79
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Storytelling,0.46
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Exploratory Data Analysis,0.49
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Excel,0.71
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Power BI,0.56
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Tableau,0.65
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Database Design,0.69
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Interpretation,0.62
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Reporting,0.51
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Descriptive Statistics,0.6
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Business Understanding,0.7
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Querying,0.78
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Problem Solving,0.59
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Dashboard Design,0.68
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Neural Networks,0.48
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Natural Language Processing,0.74
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Computer Vision,0.66
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Cloud ML Services,0.76
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,TensorFlow,0.61
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,PyTorch,0.68
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Data Engineering,0.63
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Optimization Techniques,0.64
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,APIs,0.63
P0013,BSc Data Science,AUCA (Adventist University of Central Africa),Rwanda,Research Skills,0.65
P0014,BSc Data Science,Technical University of Kenya,Kenya,Python,0.54
P0014,BSc Data Science,Technical University of Kenya,Kenya,Statistics,0.79
P0014,BSc Data Science,Technical University of Kenya,Kenya,Machine Learning,0.59
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Cleaning,0.71
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Visualization,0.53
P0014,BSc Data Science,Technical University of Kenya,Kenya,SQL,0.78
P0014,BSc Data Science,Technical University of Kenya,Kenya,Deep Learning,0.79
P0014,BSc Data Science,Technical University of Kenya,Kenya,Feature Engineering,0.77
P0014,BSc Data Science,Technical University of Kenya,Kenya,Model Evaluation,0.57
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Wrangling,0.72
P0014,BSc Data Science,Technical University of Kenya,Kenya,Probability Theory,0.48
P0014,BSc Data Science,Technical University of Kenya,Kenya,Big Data Tools,0.71
P0014,BSc Data Science,Technical University of Kenya,Kenya,Experiment Design,0.55
P0014,BSc Data Science,Technical University of Kenya,Kenya,Communication,0.66
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Ethics,0.73
P0014,BSc Data Science,Technical University of Kenya,Kenya,Model Deployment,0.57
P0014,BSc Data Science,Technical University of Kenya,Kenya,Cloud Computing,0.57
P0014,BSc Data Science,Technical University of Kenya,Kenya,Linear Algebra,0.72
P0014,BSc Data Science,Technical University of Kenya,Kenya,Optimization,0.6
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Storytelling,0.76
P0014,BSc Data Science,Technical University of Kenya,Kenya,Exploratory Data Analysis,0.54
P0014,BSc Data Science,Technical University of Kenya,Kenya,Excel,0.55
P0014,BSc Data Science,Technical University of Kenya,Kenya,Power BI,0.6
P0014,BSc Data Science,Technical University of Kenya,Kenya,Tableau,0.64
P0014,BSc Data Science,Technical University of Kenya,Kenya,Database Design,0.56
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Interpretation,0.75
P0014,BSc Data Science,Technical University of Kenya,Kenya,Reporting,0.67
P0014,BSc Data Science,Technical University of Kenya,Kenya,Descriptive Statistics,0.75
P0014,BSc Data Science,Technical University of Kenya,Kenya,Business Understanding,0.63
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Querying,0.69
P0014,BSc Data Science,Technical University of Kenya,Kenya,Problem Solving,0.54
P0014,BSc Data Science,Technical University of Kenya,Kenya,Dashboard Design,0.49
P0014,BSc Data Science,Technical University of Kenya,Kenya,Neural Networks,0.49
P0014,BSc Data Science,Technical University of Kenya,Kenya,Natural Language Processing,0.75
P0014,BSc Data Science,Technical University of Kenya,Kenya,Computer Vision,0.62
P0014,BSc Data Science,Technical University of Kenya,Kenya,Cloud ML Services,0.47
P0014,BSc Data Science,Technical University of Kenya,Kenya,TensorFlow,0.62
P0014,BSc Data Science,Technical University of Kenya,Kenya,PyTorch,0.65
P0014,BSc Data Science,Technical University of Kenya,Kenya,Data Engineering,0.61
P0014,BSc Data Science,Technical University of Kenya,Kenya,Optimization Techniques,0.65
P0014,BSc Data Science,Technical University of Kenya,Kenya,APIs,0.78
P0014,BSc Data Science,Technical University of Kenya,Kenya,Research Skills,0.56
P0015,BSc Data Science,Ardhi University,Tanzania,Python,0.71
P0015,BSc Data Science,Ardhi University,Tanzania,Statistics,0.7
P0015,BSc Data Science,Ardhi University,Tanzania,Machine Learning,0.65
P0015,BSc Data Science,Ardhi University,Tanzania,Data Cleaning,0.75
P0015,BSc Data Science,Ardhi University,Tanzania,Data Visualization,0.72
P0015,BSc Data Science,Ardhi University,Tanzania,SQL,0.81
P0015,BSc Data Science,Ardhi University,Tanzania,Deep Learning,0.81
P0015,BSc Data Science,Ardhi University,Tanzania,Feature Engineering,0.6
P0015,BSc Data Science,Ardhi University,Tanzania,Model Evaluation,0.5
P0015,BSc Data Science,Ardhi University,Tanzania,Data Wrangling,0.53
P0015,BSc Data Science,Ardhi University,Tanzania,Probability Theory,0.57
P0015,BSc Data Science,Ardhi University,Tanzania,Big Data Tools,0.73
P0015,BSc Data Science,Ardhi University,Tanzania,Experiment Design,0.48
